,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,PassMath
369,female,group D,some high school,standard,none,single,regularly,yes,5,school_bus,5 - 10,yes
370,male,group E,some college,standard,none,married,regularly,yes,3,private,5 - 10,yes
371,female,group C,some college,free/reduced,completed,single,sometimes,no,4,school_bus,5 - 10,no
372,male,group D,some high school,standard,none,single,sometimes,yes,0,private,> 10,yes
373,female,group D,some college,standard,completed,married,sometimes,yes,1,private,> 10,yes
374,female,group D,bachelor's degree,standard,none,married,sometimes,yes,0,,> 10,yes
376,female,group D,some high school,standard,none,single,sometimes,no,2,school_bus,> 10,yes
377,female,group D,master's degree,free/reduced,completed,single,sometimes,yes,,private,5 - 10,yes
378,female,group A,some high school,standard,none,single,sometimes,no,1,private,> 10,yes
379,male,group A,bachelor's degree,standard,none,married,regularly,yes,1,private,5 - 10,yes
380,female,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,5 - 10,yes
381,male,group C,associate's degree,standard,completed,divorced,sometimes,yes,0,private,< 5,yes
382,male,group C,master's degree,free/reduced,none,married,sometimes,no,2,,5 - 10,yes
383,female,group E,some high school,free/reduced,none,divorced,regularly,yes,3,private,> 10,no
384,female,group A,some high school,free/reduced,none,divorced,never,no,5,private,5 - 10,no
385,female,group E,some college,standard,none,divorced,regularly,yes,2,private,5 - 10,yes
386,female,group E,bachelor's degree,standard,none,single,sometimes,yes,0,school_bus,< 5,yes
387,female,group C,,free/reduced,none,widowed,regularly,yes,4,school_bus,5 - 10,no
388,female,group D,high school,standard,none,single,sometimes,yes,3,private,5 - 10,yes
389,male,group D,master's degree,standard,none,married,sometimes,no,1,school_bus,< 5,yes
390,male,group E,some high school,free/reduced,completed,single,regularly,yes,0,private,5 - 10,yes
391,female,group D,some college,standard,none,single,sometimes,no,3,private,< 5,yes
392,male,group E,some college,standard,none,married,sometimes,yes,3,school_bus,> 10,yes
393,male,group C,associate's degree,standard,completed,divorced,regularly,yes,4,private,> 10,yes
394,female,group C,some high school,standard,completed,single,sometimes,no,,school_bus,5 - 10,yes
396,female,group B,high school,free/reduced,none,married,never,no,5,school_bus,5 - 10,no
398,male,group B,some high school,standard,none,single,regularly,yes,0,school_bus,< 5,yes
399,male,group D,some high school,standard,none,single,never,no,4,private,< 5,no
400,female,group C,some high school,standard,completed,married,regularly,yes,3,private,5 - 10,yes
401,male,group A,some college,standard,,married,sometimes,no,1,school_bus,,no
402,female,group A,some college,free/reduced,none,married,regularly,no,2,school_bus,> 10,no
403,female,group D,high school,standard,completed,single,sometimes,yes,4,private,5 - 10,yes
404,female,group C,high school,standard,none,single,regularly,yes,0,school_bus,5 - 10,no
405,female,group C,some high school,standard,none,married,regularly,yes,,,< 5,yes
406,male,group B,associate's degree,standard,completed,married,regularly,no,3,school_bus,> 10,yes
407,female,group B,associate's degree,standard,,married,regularly,yes,3,school_bus,5 - 10,yes
408,female,group D,high school,free/reduced,completed,divorced,sometimes,no,2,school_bus,5 - 10,no
409,male,group D,associate's degree,standard,completed,widowed,never,no,5,school_bus,> 10,yes
410,female,group D,master's degree,standard,completed,,regularly,yes,2,private,5 - 10,yes
411,male,,some college,standard,completed,widowed,regularly,yes,4,school_bus,5 - 10,yes
412,male,group D,associate's degree,standard,none,married,sometimes,yes,3,private,,yes
414,female,group C,,free/reduced,,married,regularly,yes,3,school_bus,5 - 10,no
415,male,group E,high school,standard,none,single,regularly,no,3,private,5 - 10,yes
416,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,3,private,< 5,yes
417,male,group C,associate's degree,standard,none,married,sometimes,yes,3,,< 5,yes
418,male,group D,some college,standard,none,married,regularly,no,4,private,5 - 10,yes
419,male,group E,high school,free/reduced,completed,married,sometimes,no,3,private,5 - 10,no
421,female,group D,high school,standard,completed,married,regularly,no,2,,< 5,no
422,female,group D,master's degree,free/reduced,completed,divorced,never,yes,0,private,> 10,no
423,female,group A,some high school,standard,completed,married,sometimes,yes,0,,< 5,no
424,male,,some college,free/reduced,none,married,,no,2,private,5 - 10,no
425,female,,some college,free/reduced,none,single,sometimes,yes,3,school_bus,< 5,yes
426,male,group C,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,5 - 10,yes
427,male,group C,some high school,free/reduced,none,single,regularly,yes,0,private,5 - 10,yes
428,male,group A,some high school,free/reduced,,single,sometimes,yes,1,private,,yes
429,male,group C,some high school,free/reduced,none,married,sometimes,no,3,school_bus,> 10,yes
430,male,,associate's degree,free/reduced,none,married,sometimes,,1,private,< 5,yes
431,female,group C,high school,standard,none,single,sometimes,yes,3,school_bus,,yes
432,male,group C,high school,standard,none,single,never,yes,4,school_bus,< 5,no
433,female,group A,some high school,free/reduced,none,divorced,sometimes,no,,school_bus,< 5,no
434,male,group C,,standard,none,married,sometimes,no,1,,> 10,yes
435,male,,some college,free/reduced,completed,married,sometimes,no,7,private,5 - 10,no
436,male,group D,associate's degree,standard,none,married,regularly,yes,3,school_bus,5 - 10,yes
437,male,group D,,free/reduced,none,divorced,sometimes,yes,1,private,5 - 10,yes
438,male,group C,high school,standard,,single,regularly,yes,0,school_bus,< 5,yes
439,male,group D,some high school,standard,completed,married,sometimes,,0,school_bus,5 - 10,yes
440,female,group C,,standard,completed,single,regularly,no,1,school_bus,5 - 10,yes
441,female,group D,high school,standard,none,married,sometimes,yes,2,,,yes
442,female,group A,some high school,free/reduced,none,married,sometimes,yes,2,school_bus,5 - 10,no
443,female,,associate's degree,standard,none,,sometimes,no,1,school_bus,< 5,yes
444,male,group A,some high school,free/reduced,none,married,sometimes,yes,0,school_bus,5 - 10,yes
445,female,group C,some high school,standard,completed,divorced,regularly,,3,,5 - 10,yes
446,male,group D,some college,free/reduced,none,,regularly,yes,1,school_bus,> 10,yes
447,male,group C,high school,standard,completed,single,regularly,yes,2,school_bus,> 10,yes
448,male,group B,high school,standard,none,widowed,regularly,yes,4,school_bus,5 - 10,no
449,male,group B,associate's degree,standard,none,single,regularly,yes,,school_bus,5 - 10,yes
450,female,group C,some college,free/reduced,completed,divorced,sometimes,yes,3,private,5 - 10,yes
451,female,group E,some college,standard,none,married,sometimes,,5,school_bus,5 - 10,yes
452,female,group C,associate's degree,free/reduced,none,married,regularly,no,1,school_bus,> 10,yes
453,male,group C,some college,free/reduced,none,married,never,yes,3,private,> 10,yes
454,female,group C,associate's degree,free/reduced,none,,regularly,yes,3,private,5 - 10,no
455,male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,0,school_bus,5 - 10,no
456,female,group D,bachelor's degree,standard,none,divorced,sometimes,no,3,school_bus,5 - 10,yes
457,male,group D,associate's degree,free/reduced,none,single,regularly,yes,1,,5 - 10,no
458,female,group E,bachelor's degree,standard,none,married,regularly,,2,school_bus,,yes
459,male,group B,high school,standard,,married,sometimes,no,4,,5 - 10,yes
460,male,group C,bachelor's degree,free/reduced,none,married,regularly,no,1,private,< 5,no
461,male,group B,some college,free/reduced,none,married,sometimes,yes,1,school_bus,5 - 10,no
462,female,group E,some college,standard,none,divorced,never,no,1,private,5 - 10,yes
463,female,group C,some college,free/reduced,none,widowed,sometimes,yes,4,school_bus,5 - 10,yes
464,male,group A,bachelor's degree,standard,completed,divorced,sometimes,yes,,private,5 - 10,yes
465,female,group C,some college,standard,none,married,sometimes,no,4,,5 - 10,yes
466,female,group D,associate's degree,free/reduced,none,divorced,sometimes,no,1,school_bus,> 10,no
467,male,group A,high school,free/reduced,completed,married,regularly,no,7,school_bus,> 10,yes
468,female,group A,high school,free/reduced,completed,single,regularly,yes,3,private,5 - 10,yes
469,male,,some college,standard,none,married,regularly,yes,2,private,5 - 10,yes
470,female,group C,associate's degree,standard,completed,divorced,sometimes,no,1,private,5 - 10,yes
471,female,group C,high school,standard,,married,regularly,yes,0,private,< 5,yes
472,female,group C,associate's degree,standard,completed,married,sometimes,yes,4,school_bus,5 - 10,yes
473,female,group D,some high school,standard,none,married,sometimes,no,5,private,> 10,no
474,female,group B,associate's degree,standard,,single,sometimes,yes,2,private,5 - 10,yes
475,female,group D,bachelor's degree,standard,completed,,sometimes,yes,3,,> 10,yes
476,male,group E,bachelor's degree,standard,completed,single,sometimes,yes,2,school_bus,5 - 10,yes
477,male,group D,,standard,none,married,sometimes,no,1,school_bus,5 - 10,yes
478,female,group D,master's degree,standard,none,single,never,yes,1,private,5 - 10,no
479,male,group E,associate's degree,standard,none,single,sometimes,yes,4,school_bus,> 10,yes
480,male,group B,high school,standard,completed,married,sometimes,yes,1,private,5 - 10,yes
481,female,group D,associate's degree,free/reduced,,married,sometimes,yes,3,school_bus,5 - 10,no
482,male,,some college,free/reduced,none,married,sometimes,yes,2,private,> 10,yes
483,male,group A,high school,standard,none,divorced,sometimes,yes,2,private,5 - 10,no
484,female,group B,associate's degree,standard,none,single,regularly,no,3,school_bus,< 5,no
485,male,group C,high school,standard,none,married,sometimes,no,,school_bus,< 5,yes
486,male,group D,some college,free/reduced,none,married,sometimes,yes,3,private,5 - 10,yes
487,female,group C,associate's degree,free/reduced,none,married,sometimes,,4,school_bus,5 - 10,yes
488,male,group B,some high school,standard,completed,divorced,regularly,yes,1,school_bus,5 - 10,yes
489,male,group A,associate's degree,free/reduced,completed,,never,yes,5,school_bus,5 - 10,yes
490,female,group A,associate's degree,free/reduced,none,married,regularly,no,1,school_bus,< 5,yes
491,female,group C,associate's degree,standard,,divorced,sometimes,,0,,5 - 10,yes
492,female,group C,some college,standard,none,married,sometimes,no,1,school_bus,5 - 10,yes
493,female,group C,bachelor's degree,standard,none,married,sometimes,yes,6,school_bus,< 5,yes
494,female,group B,high school,standard,none,divorced,regularly,yes,2,school_bus,< 5,no
495,male,group D,high school,standard,completed,divorced,sometimes,yes,4,private,5 - 10,yes
496,female,group C,some college,standard,none,married,regularly,no,3,school_bus,< 5,no
497,female,group D,some college,free/reduced,completed,,sometimes,no,1,school_bus,5 - 10,no
499,male,group E,some college,standard,none,married,sometimes,yes,3,school_bus,< 5,yes
500,female,group D,master's degree,standard,none,married,sometimes,yes,2,school_bus,5 - 10,yes
501,female,group B,associate's degree,standard,completed,married,sometimes,yes,0,private,< 5,yes
502,male,group C,some college,free/reduced,none,divorced,sometimes,yes,0,school_bus,,yes
503,female,group E,associate's degree,standard,completed,married,regularly,yes,3,school_bus,> 10,yes
504,female,group D,master's degree,free/reduced,none,single,regularly,yes,1,private,5 - 10,no
505,female,group B,some high school,standard,none,married,sometimes,yes,3,school_bus,< 5,yes
506,male,group A,high school,standard,none,married,regularly,yes,1,school_bus,5 - 10,yes
508,male,group C,,standard,none,single,sometimes,no,3,private,5 - 10,yes
509,female,group C,bachelor's degree,standard,none,married,regularly,no,1,private,5 - 10,yes
510,male,group D,some college,standard,none,married,sometimes,no,3,,5 - 10,yes
511,male,group A,,standard,none,,sometimes,yes,2,,< 5,yes
512,male,group D,some high school,free/reduced,none,married,regularly,no,2,school_bus,< 5,yes
513,female,group B,some high school,standard,completed,divorced,regularly,yes,3,private,5 - 10,no
514,female,group B,master's degree,free/reduced,completed,single,sometimes,yes,3,school_bus,5 - 10,yes
515,female,group C,some high school,standard,completed,married,sometimes,no,1,private,5 - 10,yes
516,female,group D,some college,standard,none,married,sometimes,no,1,private,,yes
517,female,group E,some college,standard,completed,divorced,never,yes,1,school_bus,5 - 10,yes
518,female,group D,some high school,standard,completed,single,regularly,no,1,school_bus,5 - 10,yes
519,female,group B,high school,free/reduced,completed,married,sometimes,no,5,school_bus,5 - 10,yes
520,male,group D,,standard,none,married,sometimes,no,3,private,5 - 10,yes
521,female,group C,associate's degree,standard,none,single,sometimes,yes,4,private,5 - 10,yes
522,male,,bachelor's degree,standard,none,married,sometimes,yes,5,private,> 10,yes
